mr,bleu_score
1,0.11949685534591192
1,0.1265822784810127
1,0.09177215189873417
1,0.14
1,0.10921501706484643
1,0.11827956989247315
1,0.1893491124260355
1,0.13775510204081629
1,0.1402439024390244
1,0.1590909090909091
1,
1,0.20567375886524822
1,0.2689075630252101
1,0.1306306306306306
1,0.12333333333333334
1,0.12500000000000003
1,0.09060402684563758
1,0.1323529411764706
1,0.10921501706484643
1,0.11567164179104479
1,0.17127071823204423
1,0.1311475409836066
1,0.16149068322981366
1,0.13658536585365855
1,
1,0.21739130434782608
1,0.24
1,0.1324786324786325
1,0.12751677852348997
1,0.11912225705329155
1,0.08490566037735849
1,0.13636363636363635
1,0.1095890410958904
1,0.12222222222222225
1,0.17964071856287425
1,0.14210526315789473
1,0.1597222222222222
1,0.16666666666666669
1,
1,0.21897810218978106
1,0.28205128205128205
1,0.12334801762114539
2,0.11935483870967743
2,0.11949685534591192
2,0.09696969696969696
2,0.13775510204081629
2,0.11498257839721256
2,0.11397058823529412
2,0.1871345029239766
2,0.14438502673796794
2,
2,0.17045454545454541
2,
2,
2,
2,0.13333333333333333
2,0.1289198606271777
2,0.12580645161290324
2,0.09294871794871795
2,0.1293532338308458
2,0.1126760563380282
2,0.11111111111111109
2,0.1987179487179487
2,0.1592356687898089
2,
2,0.1542553191489362
2,
2,
2,
2,0.1407766990291262
2,0.12765957446808512
2,0.11801242236024846
2,0.09278350515463919
2,0.1293532338308458
2,0.10996563573883163
2,0.12030075187969924
2,0.19393939393939397
2,0.14438502673796794
2,
2,0.17647058823529413
2,
2,
2,
2,0.12735849056603776
3,0.12500000000000003
3,0.12218649517684889
3,0.09294871794871795
3,0.14285714285714285
3,0.10921501706484643
3,0.12030075187969924
3,0.19631901840490798
3,0.13541666666666666
3,0.1597222222222222
3,
3,
3,0.22307692307692312
3,0.2962962962962963
3,0.1324200913242009
3,0.1298245614035088
3,0.12461059190031153
3,0.08999999999999998
3,0.13432835820895522
3,0.10238907849829354
3,0.11895910780669146
3,0.1871345029239766
3,0.12903225806451615
3,0.17333333333333334
3,
3,
3,0.2248062015503876
3,0.2719298245614035
3,0.13419913419913418
3,0.12937062937062938
3,0.12703583061889254
3,0.08441558441558442
3,0.12844036697247707
3,0.11228070175438598
3,0.12452830188679248
3,0.18787878787878787
3,0.13978494623655913
3,0.16312056737588654
3,
3,
3,0.22727272727272727
3,0.3265306122448979
3,0.12903225806451615
4,0.11656441717791409
4,0.12149532710280374
4,0.08868501529051988
4,0.13793103448275862
4,0.10457516339869281
4,0.11228070175438598
4,0.18644067796610173
4,
4,0.15060240963855423
4,0.1564245810055866
4,0.3013698630136986
4,0.2014388489208633
4,0.2689075630252101
4,0.12554112554112554
4,0.1296928327645051
4,0.11976047904191617
4,0.08579881656804735
4,0.12980769230769232
4,0.10000000000000002
4,0.11347517730496456
4,0.19875776397515524
4,
4,0.16564417177914106
4,0.16145833333333334
4,0.27848101265822783
4,0.20567375886524822
4,0.23703703703703705
4,0.1255060728744939
4,0.12627986348122866
4,0.12225705329153606
4,0.08385093167701865
4,0.13170731707317077
4,0.10774410774410773
4,0.12156862745098039
4,0.186046511627907
4,
4,0.15894039735099336
4,0.1917808219178082
4,0.27631578947368424
4,0.21014492753623187
4,0.2689075630252101
4,0.12068965517241378
5,0.1230769230769231
5,0.13311688311688308
5,0.090625
5,0.13300492610837442
5,0.11036789297658862
5,0.12030075187969924
5,0.19393939393939397
5,0.14438502673796794
5,0.16666666666666669
5,0.16470588235294117
5,0.3432835820895522
5,0.2238805970149254
5,0.2972972972972973
5,0.11764705882352941
5,0.13448275862068965
5,0.1273885350318471
5,0.08571428571428572
5,0.1518324607329843
5,0.10333333333333335
5,0.11940298507462688
5,0.20261437908496732
5,0.14204545454545456
5,0.16541353383458648
5,0.15135135135135136
5,0.38461538461538464
5,0.23484848484848486
5,0.2972972972972973
5,0.12719298245614039
5,0.13333333333333333
5,0.12149532710280374
5,0.08074534161490682
5,0.1293532338308458
5,0.11340206185567012
5,0.12452830188679248
5,0.1845238095238095
5,0.15083798882681565
5,0.15441176470588236
5,0.17159763313609466
