mr,bleu_score
1,0.6923076923076923
1,0.6428571428571429
1,0.8125
1,0.7857142857142857
1,0.5365853658536586
1,0.9166666666666666
1,0.1384182521267043
1,0.5354255383615909
1,0.6666666666666666
1,0.4543004567916529
1,0.5752416129076784
1,0.673469387755102
1,0.4166666666666667
1,0.8888888888888888
1,0.53125
1,0.5789473684210527
1,0.8107727203607354
1,0.3526001239580032
1,0.7045597971101069
1,0.8666666666666667
1,0.5625
1,0.46153846153846156
1,0.38461538461538464
1,0.5985403583811576
1,0.4
1,0.5714285714285714
1,0.596559544542913
1,0.6811183498037142
1,0.6308391090129188
1,0.700138655234358
1,0.8
1,0.85
1,1.0
1,0.7283684949148809
1,0.5925925925925926
1,0.6658605971504997
1,0.6956521739130435
1,0.7937515609602045
1,0.6923076923076923
1,0.8219864299617914
1,0.8333333333333334
1,0.8888888888888888
1,0.6900333109719925
1,0.7586206896551724
1,0.8177905415894153
1,0.5555555555555556
1,0.7897869685943457
1,0.7396089109614705
1,0.6666666666666666
1,0.700138655234358
1,0.625
1,0.6785714285714286
1,0.537398482930342
1,0.772184789761521
1,0.6133629430862155
1,0.6275363049901946
1,0.6356646365556511
1,0.9
1,0.7746371787825521
1,0.84375
1,0.6410256410256411
1,0.518861408789179
1,0.4274968157481276
1,0.5752416129076784
1,0.6655575133093234
1,0.6111111111111112
1,0.5752416129076784
1,0.6100943872002131
1,0.5555555555555556
1,0.5546312610911028
1,0.5907838132723179
1,0.5871331642584223
1,0.4523947572871905
1,0.7142857142857143
1,0.6842105263157895
1,0.631578947368421
1,0.9444444444444444
1,0.5231761834753927
1,0.8329996071711268
1,0.7142857142857143
1,0.6959861353000654
1,0.7368421052631579
1,0.75
1,0.8042153285820991
1,0.42857142857142855
1,0.6875
1,0.8731398526961766
1,0.7
1,0.4183575366601297
1,0.7894736842105263
1,0.6794258654523062
1,0.6618726769384466
1,0.6428571428571429
1,0.5909090909090909
1,0.8
1,0.8
1,0.8076923076923077
1,0.7141690718968928
1,0.7393752065216274
1,0.6875
1,0.8406851902231027
1,0.9069767441860465
1,0.7484055880252942
1,0.9375
1,0.7931034482758621
1,0.7419354838709677
1,0.8928571428571429
1,0.782608695652174
1,0.6756756756756757
1,0.5366925752004387
1,0.6666666666666666
1,0.49902376252397546
1,0.8064516129032258
1,0.6521739130434783
1,0.49859442696124706
1,0.696969696969697
1,0.6448107336546705
1,0.7586206896551724
1,0.42857142857142855
1,0.8518518518518519
1,0.5652173913043478
1,0.5897435897435898
1,0.6334734269940223
1,0.7017543859649122
1,0.6998561956097888
1,0.7379692282502012
1,0.839985412591396
1,0.8333333333333334
1,0.6236713233544118
1,0.9032258064516129
1,0.6892256745516928
1,0.6115109800663011
1,0.9259259259259259
1,0.6190476190476191
1,0.6052631578947368
1,0.9166666666666666
1,0.9411764705882353
1,0.6341639440756631
1,0.8821519726468626
1,0.8107727203607354
1,0.8879567079503152
1,0.623040626457124
1,0.8387096774193549
1,0.7777777777777778
1,0.757957198250164
1,0.7691118053305656
1,0.6942463800258409
1,0.7572879168906193
1,0.8254248052383824
1,0.7043578620788158
1,0.7080606810953172
1,0.6737979910110533
1,0.3507247775614903
1,0.7055647299611856
1,0.7613479030039021
1,0.6816709637118739
1,0.6348583428228094
1,0.468205731225757
1,0.6345638493595809
1,0.529137396053223
1,0.14839156224542915
1,0.35621132690553037
1,0.20168504357419978
1,0.6363636363636364
1,0.21392792249107528
1,0.4298689371507131
1,0.42955579924435766
1,0.4084951137944793
1,0.6346561284465662
1,0.8181818181818182
1,0.7058823529411765
1,0.8934061650786117
1,0.6875
1,0.7894736842105263
1,0.8512377088598044
1,0.8235294117647058
1,0.8874100177457646
1,0.9393939393939394
1,1.0
1,0.8666666666666667
1,0.875
1,0.7142857142857143
1,0.9259259259259259
1,0.8333333333333334
1,0.925961078642316
1,0.9166666666666666
1,0.9521022385779436
1,1.0
1,0.7238699344287677
1,0.8787878787878788
1,0.8421052631578947
1,0.8265654376242381
1,0.9629629629629629
1,0.7270507817923145
1,0.8329996071711268
1,0.7926095257344467
1,0.7777777777777778
1,0.7272727272727273
1,0.7470824042309421
1,0.594903608774607
1,0.6775733993231856
1,0.4152547563801129
1,0.7498865342902661
1,0.8043478260869565
1,0.7549404314428311
1,0.8219864299617914
1,0.776483765527544
1,1.0
1,1.0
1,0.7985887976816761
1,0.9131007162822624
1,1.0
1,0.7272727272727273
1,0.782608695652174
1,0.5935873286495363
1,0.48976568767630174
1,0.8626877210398122
1,0.8488632189620754
1,0.65625
1,0.8076923076923077
1,0.7609835396005713
1,0.8181818181818182
1,0.7272727272727273
1,0.6811183498037142
1,0.8947368421052632
1,0.8783676187441869
1,1.0
1,0.7727272727272727
1,0.9285714285714286
1,1.0
1,0.875
1,1.0
1,0.7777777777777778
1,0.47058823529411764
1,0.5
1,0.8085450108256069
1,0.7142857142857143
1,0.8333333333333334
1,1.0
1,0.7484055880252942
1,1.0
1,0.8181818181818182
1,0.8888888888888888
1,0.7142857142857143
1,0.8333333333333334
1,1.0
1,0.8235294117647058
1,0.6153846153846154
1,0.6428571428571429
1,1.0
1,0.19470019576785122
1,1.0
1,0.7272727272727273
1,0.8181818181818182
1,0.4444444444444444
1,0.7980538111748767
1,0.5454545454545454
1,0.5842745080582082
1,0.5752416129076784
1,0.7894736842105263
2,0.493072607307647
2,0.6153846153846154
2,0.3495319136902663
2,0.5956396735244966
2,0.6655575133093234
2,1.0
2,0.5578859032810576
2,0.6451612903225806
2,0.9310627797040228
2,0.797145175674336
2,0.8367150733202594
2,0.7484055880252942
2,0.6923076923076923
2,0.7058823529411765
2,0.9057885044249486
2,0.6470588235294118
2,0.6976744186046512
2,0.6810692534524834
2,0.85
2,0.8252589858680638
2,0.7741935483870968
2,0.6666666666666666
2,0.5330234463589497
2,0.6842105263157895
2,0.42857142857142855
2,0.7493113315317764
2,0.5681818181818182
2,0.8198315434286098
2,0.7453282911679824
2,0.6792452830188679
2,0.6774193548387096
2,0.8362450255704837
2,0.8536585365853658
2,0.8709677419354839
2,0.8661631003332932
2,0.8
2,0.7142857142857143
2,0.6562154989972044
2,0.7453282911679824
2,0.510094886110021
2,0.7333333333333333
2,0.7727272727272727
2,0.5714285714285714
2,0.6125701969719369
2,0.596559544542913
2,0.3939393939393939
2,0.6571428571428571
2,0.6761008171486349
2,0.7894736842105263
2,0.6313647180696321
2,0.6333333333333333
2,0.8369757314162085
2,0.8048780487804879
2,0.6758805569153855
2,0.7333333333333333
2,0.5935873286495363
2,0.7142857142857143
2,0.6937086871609024
2,0.7917327407814646
2,0.8666666666666667
2,0.7632731135359491
2,0.8300915602566021
2,0.8561064820506427
2,0.7083225810385647
2,0.7001229750592658
2,0.6909190241570063
2,0.5560676409144499
2,0.7666666666666667
2,0.33929606796539286
2,0.31845836025501745
2,0.6158494284883879
2,0.5380230663083881
2,0.3275141221928868
2,0.78125
2,0.8666666666666667
2,0.8408528612504581
2,0.8
2,0.9230769230769231
2,0.9428571428571428
2,0.9117647058823529
2,1.0
2,0.8547333033621379
2,0.7857142857142857
2,0.6153846153846154
2,0.8214285714285714
2,0.7777777777777778
2,0.9200444146293233
2,0.925
2,0.85
2,0.8709677419354839
2,0.9411764705882353
2,0.8846153846153846
2,0.6378259502547683
2,0.7773471227267341
2,0.8512377088598044
2,0.9375
2,0.42857142857142855
2,0.8181818181818182
2,0.7134220683755355
2,0.8325681461464182
2,0.8666666666666667
2,0.912821347652294
2,0.8461538461538461
2,0.7083333333333334
2,1.0
2,1.0
2,0.9047619047619048
2,0.72095898172905
2,0.9534969548334766
2,0.9394130628134758
2,0.7307692307692307
2,0.8319468916366543
2,0.7333333333333333
2,0.7391304347826086
2,0.7357462535941509
2,0.8
2,0.631578947368421
2,0.7692307692307693
2,0.6470588235294118
2,0.8235294117647058
2,0.967741935483871
2,0.7283684949148809
2,0.8219864299617914
2,0.3043478260869566
2,0.9411764705882353
2,0.47058823529411764
2,0.8806997463876336
2,0.5192005220476033
2,0.7777777777777778
2,0.5613041910189707
2,0.6153846153846154
3,0.7667036788577695
3,0.6153846153846154
3,0.6153846153846154
3,0.8333333333333334
3,0.4573843974587669
3,0.6640732482052818
3,0.5699575187490252
3,0.5333333333333333
3,0.4169067578123367
3,0.3860923948807605
3,0.5511482894120068
3,0.49713295378576094
3,0.8
3,0.5862068965517241
3,0.5294117647058824
3,0.5572786498394026
3,0.4
3,0.7142857142857143
3,0.5714285714285714
3,0.6666666666666666
3,0.4
3,0.5384615384615384
3,0.45
3,0.772184789761521
3,0.4444909324090307
3,0.6417937672981614
3,0.5684763955277425
3,0.631578947368421
3,0.6292187009857626
3,0.7419354838709677
3,0.6666666666666666
3,0.3333333333333333
3,0.30668147154310776
3,0.5555555555555556
3,0.5935873286495363
3,0.5882352941176471
3,0.5625
3,0.4666666666666667
3,0.26601793705829224
3,0.4666666666666667
3,0.5483870967741935
3,0.5
3,0.35294117647058826
3,0.5925925925925926
3,0.7647058823529411
3,0.5
3,0.875
3,0.7777777777777778
3,0.8525573820364326
3,0.75
3,0.375
3,0.75
3,0.6655575133093234
3,0.5882352941176471
3,0.4117647058823529
3,0.75
3,0.7142857142857143
3,0.4294155960430205
3,0.8333333333333334
3,0.6660545169171345
3,0.7560975609756098
3,0.65
3,0.5684763955277425
3,0.75
3,0.782608695652174
3,0.8156080754557237
3,0.7271495523590071
3,0.7708333333333334
3,0.6774193548387096
3,0.8
3,0.8536585365853658
3,0.7724349221890119
3,0.9032258064516129
3,0.7498865342902661
3,0.8839262840201374
3,0.8947368421052632
3,0.6764705882352942
3,0.6506291404302443
3,0.708970813550032
3,0.5203550913415114
3,0.7333333333333333
3,0.5531914893617021
3,0.6339514428184163
3,0.6774193548387096
3,0.6333333333333333
3,0.7222467045835846
3,0.8070631288879514
3,0.5652173913043478
3,0.6052631578947368
3,0.6912934617071346
3,0.7818181818181819
3,0.6458333333333334
3,0.6764705882352942
3,0.8536585365853658
3,0.7314824340212496
3,0.6417123723914794
3,0.8666666666666667
3,0.7158007827316176
3,0.8846153846153846
3,0.6217718386353003
3,0.6111111111111112
3,0.9130434782608695
3,0.7941176470588235
3,0.6341639440756631
3,0.8780488869025805
3,0.6981217412912227
3,0.8333333333333334
3,0.40246186646895266
3,0.8382539537510717
3,0.7210206394184336
3,0.7470824042309421
3,0.622795757824184
3,0.7609835396005713
3,0.6666666666666666
3,0.8454947064540445
3,0.7073170731707317
3,0.7777777777777778
3,0.6135435280556722
3,0.45463551466429114
3,0.7575757575757576
3,0.7320652913499058
3,0.566587374512734
3,0.7026175500122849
3,0.7054014374088451
3,0.3507247775614903
3,0.6758805569153855
3,0.14839156224542915
3,0.3980729503187718
3,0.10483425910475552
3,0.5902688175321372
3,0.3079507202218893
3,0.49267217886260667
3,0.5536168616338784
3,0.6386330321645305
3,0.5502832034922549
3,0.7241379310344828
3,0.6666666666666666
3,0.7686315513218586
3,0.8235294117647058
3,0.9714285714285714
3,0.8888888888888888
3,0.6595744680851063
3,0.6959861353000654
3,0.7667036788577695
3,0.7272727272727273
3,0.8888888888888888
3,0.9444444444444444
3,0.7238699344287677
3,0.8709677419354839
3,0.7647058823529411
3,0.6926906231441623
3,0.92
3,0.7795891541930149
3,0.6640732482052818
3,0.9333333333333333
3,0.782608695652174
3,0.6818181818181818
3,0.622795757824184
3,0.9111111111111111
3,0.7758856497533524
3,0.9200444146293233
3,0.8823529411764706
3,0.8107727203607354
3,0.7083333333333334
3,0.9285714285714286
3,0.8333333333333334
3,0.95
3,0.622795757824184
3,0.8626877210398122
3,0.9411764705882353
3,0.6
3,0.625
3,0.8571428571428571
3,0.7718784872461477
3,0.5789473684210527
3,0.6
3,0.625
3,0.5263157894736842
3,0.7272727272727273
3,0.46002220731466165
3,0.6470588235294118
3,0.75
3,0.90625
3,0.5185727544772025
3,0.7954127260572175
3,0.6133629430862155
3,0.6959861353000654
3,0.39584541262629164
3,0.7054014374088451
3,0.6191984998215584
3,0.375
3,0
3,0.6959861353000654
3,0.5841005873035536
3,0.5
3,0.6666666666666666
3,0.6595414762772626
3,0.46153846153846156
3,0.7484055880252942
3,0.5841005873035536
3,0.5
3,0.6666666666666666
3,0.8
3,0.4166666666666667
3,0.46002220731466165
3,0.7165313105737893
3,0.6666666666666666
3,0.6666666666666666
3,0.3032653298563167
3,0.4
3,0.35294117647058826
3,0.6923076923076923
3,0.6618726769384466
3,0.5113954113409694
3,0.5546312610911028
3,0.625
4,0.6923076923076923
4,0.7857142857142857
4,0.8571428571428571
4,0.6923076923076923
4,0.5851859472169996
4,0.8333333333333334
4,0.49378100618619153
4,0.640994389499941
4,0.7333333333333333
4,0.6297017414619639
4,0.49640450770383493
4,0.42733711854819223
4,0.6363636363636364
4,0.8095238095238095
4,0.5862068965517241
4,0.5555555555555556
4,0.8731398526961766
4,0.4664082736360405
4,0.6458464806842646
4,0.75
4,0.7857142857142857
4,0.8
4,0.625
4,0.5320358741165845
4,0.48675048941962806
4,0.55
