mr,bleu_score
1,1.0
1,0.7727272727272727
1,0.9285714285714286
1,1.0
1,0.875
1,1.0
1,0.7777777777777778
1,0.47058823529411764
1,0.5
1,0.8085450108256069
1,0.7142857142857143
1,0.8333333333333334
1,1.0
1,0.7484055880252942
1,1.0
1,0.8181818181818182
1,0.8888888888888888
1,0.7142857142857143
1,0.8333333333333334
1,1.0
1,0.8235294117647058
1,0.6153846153846154
1,0.6428571428571429
1,1.0
1,0.19470019576785122
1,1.0
1,0.7272727272727273
1,0.8181818181818182
1,0.4444444444444444
1,0.7980538111748767
1,0.5454545454545454
1,0.5842745080582082
1,0.5752416129076784
1,0.7894736842105263
2,0.7283684949148809
2,0.8219864299617914
2,0.3043478260869566
2,0.9411764705882353
2,0.47058823529411764
2,0.8806997463876336
2,0.5192005220476033
2,0.7777777777777778
2,0.5613041910189707
2,0.6153846153846154
3,0.5185727544772025
3,0.7954127260572175
3,0.6133629430862155
3,0.6959861353000654
3,0.39584541262629164
3,0.7054014374088451
3,0.6191984998215584
3,0.375
3,0
3,0.6959861353000654
3,0.5841005873035536
3,0.5
3,0.6666666666666666
3,0.6595414762772626
3,0.46153846153846156
3,0.7484055880252942
3,0.5841005873035536
3,0.5
3,0.6666666666666666
3,0.8
3,0.4166666666666667
3,0.46002220731466165
3,0.7165313105737893
3,0.6666666666666666
3,0.6666666666666666
3,0.3032653298563167
3,0.4
3,0.35294117647058826
3,0.6923076923076923
3,0.6618726769384466
3,0.5113954113409694
3,0.5546312610911028
3,0.625
4,1.0
4,0.6363636363636364
4,0.7857142857142857
4,0.9
4,0.8125
4,0.6666666666666666
4,0.5555555555555556
4,0.3684210526315789
4,0.375
4,0.7489969579077136
4,0.5
4,0.8
4,1.0
4,0.6666666666666666
4,0.75
4,0.5384615384615384
4,0.7584835431705546
4,0.5
4,0.8
4,0.8
4,0.6470588235294118
4,0.4
4,0.8461538461538461
4,0.75
4,0.5
4,0.8
4,0.5454545454545454
4,0.5833333333333334
4,0.3157894736842105
4,0.6650448426457306
4,0.75
4,0.5429024508215757
4,0.57808634210969
4,0.6111111111111112
5,0.6417937672981614
5,0.5416666666666666
5,0.5643211499270759
5,1.0
5,0.4989370586835295
5,0.7777777777777778
5,0.7
5,0.5263157894736842
5,0.21470779802151024
5,0.8571428571428571
5,0.28216057496353797
5,0.8
5,0.8
5,0.4274968157481276
5,0.6
5,0.42857142857142855
5,0.6666666666666666
5,0.28216057496353797
5,0.8
5,0.8
5,0.466759103489572
5,0.18181818181818182
5,0.6
5,0.8
5,0.8
5,0.6363636363636364
5,0.25
5,0.23529411764705885
5,0.5496387631047355
5,0.6831929497659972
5,0.663222461449033
5,0.5229469208251621
5,0.8235294117647058
6,0.8433740467435463
6,0.41889993742977566
6,0.9166666666666666
6,0.8888888888888888
6,0.5935873286495363
6,1.0
6,0.625
6,0.4
6,0
6,0.7882995574223045
6,0.6
6,1.0
6,0.5
6,0.5698222022414253
6,0.3333333333333333
6,0.5
6,0.7484055880252942
6,0.7333333333333333
6,0.6
6,0.6666666666666666
6,0.625
6,0.5
6,0.4117647058823529
6,0.7835055280819597
6,0.6666666666666666
6,0.5643211499270759
6,0.6618726769384466
6,0.6875
7,0.6821614784251477
7,1.0
7,0.6666666666666666
7,0.7777777777777778
7,0.8666666666666667
7,0.6666666666666666
7,0.42857142857142855
7,0.3333333333333333
7,0.28216057496353797
7,0.7882995574223045
7,0.3333333333333333
7,1.0
7,1.0
7,0.6428571428571429
7,1.0
7,0.26666666666666666
7,0.686038455689853
7,0.3333333333333333
7,1.0
7,0.6065306597126334
7,0.6666666666666666
7,0.46153846153846156
7,0.75
7,0.6666666666666666
7,0
7,0.6065306597126334
7,0.5555555555555556
7,0.3
7,0.21052631578947367
7,0.7835055280819597
7,0.7210206394184336
7,0.47026762493923
7,0.6111111111111112
7,0.75
